expName,curec_ID,session,condition,task,date,end_date,participant,age,gender,confidence_slider_on,staircasing_on,partner,partner_colour,trial_count,block_count,block_with_partner,trial_in_block,dot_count_low,dot_count_high,squircle_value_low,squircle_value_high,stair_value,correct_response,participant_response,participant_correct,participant_confidence,partner_response,partner_correct,partner_confidence,joint_correct,participant_chosen,partner_chosen,decision_rt,confidence_rt,trial_score,final_score,reward,p1_likeability,p1_confidence,p1_accuracy,p1_team_work,p2_likeability,p2_confidence,p2_accuracy,p2_team_work
Confidence Matching EEG,R67369/RE001,,,,2021_Oct_11_1254,None,,,,False,True,None,None,11,1,0,11,200,281,None,None,4.4,right,left,False,None,None,None,None,None,None,None,0.6199691999936476,None,None,None,None,None,None,None,None,None,None,None,None
Confidence Matching EEG,R67369/RE001,,,,2021_Oct_11_1254,None,,,,False,True,None,None,12,1,0,12,200,290,None,None,4.5,right,right,True,None,None,None,None,None,None,None,1.418117000022903,None,None,None,None,None,None,None,None,None,None,None,None
Confidence Matching EEG,R67369/RE001,,,,2021_Oct_11_1254,None,,,,False,True,None,None,13,1,0,13,200,290,None,None,4.5,left,left,True,None,None,None,None,None,None,None,0.6792147000087425,None,None,None,None,None,None,None,None,None,None,None,None
Confidence Matching EEG,R67369/RE001,,,,2021_Oct_11_1254,None,,,,False,True,None,None,14,1,0,14,200,281,None,None,4.4,right,right,True,None,None,None,None,None,None,None,0.30480340000940487,None,None,None,None,None,None,None,None,None,None,None,None
Confidence Matching EEG,R67369/RE001,,,,2021_Oct_11_1254,None,,,,False,True,None,None,15,1,0,15,200,274,None,None,4.300000000000001,right,right,True,None,None,None,None,None,None,None,1.5207078999956138,None,None,None,None,None,None,None,None,None,None,None,None
Confidence Matching EEG,R67369/RE001,,,,2021_Oct_11_1254,None,,,,False,True,None,None,16,1,0,16,200,267,None,None,4.200000000000001,right,right,True,None,None,None,None,None,None,None,0.36745919997338206,None,None,None,None,None,None,None,None,None,None,None,None
Confidence Matching EEG,R67369/RE001,,,,2021_Oct_11_1254,None,,,,False,True,None,None,17,1,0,17,200,260,None,None,4.100000000000001,right,right,True,None,None,None,None,None,None,None,0.5455214999965392,None,None,None,None,None,None,None,None,None,None,None,None
Confidence Matching EEG,R67369/RE001,,,,2021_Oct_11_1254,None,,,,False,True,None,None,18,1,0,18,200,255,None,None,4.000000000000002,right,right,True,None,None,None,None,None,None,None,0.9659793999744579,None,None,None,None,None,None,None,None,None,None,None,None
Confidence Matching EEG,R67369/RE001,,,,2021_Oct_11_1254,None,,,,False,True,None,None,19,1,0,19,200,249,None,None,3.9000000000000017,left,right,False,None,None,None,None,None,None,None,2.3194049000157975,None,None,None,None,None,None,None,None,None,None,None,None
Confidence Matching EEG,R67369/RE001,,,,2021_Oct_11_1254,None,,,,False,True,None,None,20,1,0,20,200,255,None,None,4.000000000000002,left,right,False,None,None,None,None,None,None,None,0.30468440003460273,None,None,None,None,None,None,None,None,None,None,None,None
Confidence Matching EEG,R67369/RE001,,,,2021_Oct_11_1254,None,,,,True,False,None,None,21,2,0,1,200,260,None,None,4.100000000000001,right,left,False,79.75,None,None,None,None,None,None,1.8299286000547,4.394632700015791,None,None,None,None,None,None,None,None,None,None,None
Confidence Matching EEG,R67369/RE001,,,,2021_Oct_11_1254,None,,,,True,False,None,None,22,2,0,2,200,243,None,None,4.100000000000001,left,left,True,89.38,None,None,None,None,None,None,9.056513499992434,1.9106050999835134,None,None,None,None,None,None,None,None,None,None,None
Confidence Matching EEG,R67369/RE001,,,,2021_Oct_11_1254,None,,,,True,False,None,None,23,2,0,3,200,243,None,None,4.100000000000001,right,left,False,72.88,None,None,None,None,None,None,2.598469899967313,1.3854076000279747,None,None,None,None,None,None,None,None,None,None,None
Confidence Matching EEG,R67369/RE001,,,,2021_Oct_11_1254,None,,,,True,False,None,None,24,2,0,4,200,243,None,None,4.100000000000001,right,left,False,77.62,None,None,None,None,None,None,1.5017101000412367,0.5503466999507509,None,None,None,None,None,None,None,None,None,None,None
Confidence Matching EEG,R67369/RE001,,,,2021_Oct_11_1254,None,,,,True,False,None,None,25,2,0,5,200,243,None,None,4.100000000000001,left,left,True,76.12,None,None,None,None,None,None,0.6063624999951571,0.5474798000068404,None,None,None,None,None,None,None,None,None,None,None
Confidence Matching EEG,R67369/RE001,,,,2021_Oct_11_1254,None,,,,True,False,overconfident,magenta,26,3,1,1,200,243,None,None,4.100000000000001,right,left,False,78.0,left,False,93.33,None,None,None,0.3045694000320509,1.9650067999609746,0.04839999999999999,None,None,None,None,None,None,None,None,None,None
